area_type,availability,location,total_sqft,bath,balcony,price,BHK,price_per_sqft,SqftClean,price_per_sqft_new,Availability_Year,Availability_Month,IsOutlier
Super built-up  Area,Ready To Move,Ombr Layout,1101.0,2.0,2.0,65.5,2,5949.13714804723,1101.0,5949.13714804723,9999,99,0
Super built-up  Area,Ready To Move,Ombr Layout,1041.0,2.0,2.0,65.5,2,6292.026897214217,1041.0,6292.026897214217,9999,99,0
Super built-up  Area,Ready To Move,Ombr Layout,1300.0,2.0,2.0,80.0,2,6153.846153846154,1300.0,6153.846153846154,9999,99,0
Super built-up  Area,Ready To Move,Ombr Layout,1085.0,2.0,1.0,64.0,2,5898.617511520737,1085.0,5898.617511520737,9999,99,0
Super built-up  Area,Ready To Move,Ombr Layout,1855.0,3.0,2.0,145.0,3,7816.711590296496,1855.0,7816.711590296496,9999,99,0
Super built-up  Area,Ready To Move,Ombr Layout,1050.0,2.0,3.0,48.0,2,4571.428571428572,1050.0,4571.428571428572,9999,99,0
Super built-up  Area,Ready To Move,Ombr Layout,1165.0,2.0,2.0,88.5,2,7596.56652360515,1165.0,7596.56652360515,9999,99,0
Super built-up  Area,Ready To Move,Ombr Layout,1101.0,2.0,2.0,66.0,2,5994.550408719346,1101.0,5994.550408719346,9999,99,0
Super built-up  Area,Ready To Move,Ombr Layout,3400.0,4.0,2.0,275.0,4,8088.235294117647,3400.0,8088.235294117647,9999,99,0
Super built-up  Area,18-May,Old Airport Road,2732.0,4.0,0.0,204.0,4,7467.05710102489,2732.0,7467.0571010248905,2018,5,0
Super built-up  Area,18-Dec,Old Airport Road,3356.0,4.0,0.0,251.0,4,7479.141835518474,3356.0,7479.141835518474,2018,12,0
Super built-up  Area,Ready To Move,Old Airport Road,1206.0,2.0,3.0,75.0,2,6218.905472636816,1206.0,6218.905472636816,9999,99,0
Super built-up  Area,18-May,Old Airport Road,2774.0,4.0,0.0,207.0,4,7462.148521989906,2774.0,7462.148521989906,2018,5,0
Super built-up  Area,18-Dec,Old Airport Road,2690.0,4.0,3.0,191.0,4,7100.371747211896,2690.0,7100.371747211896,2018,12,0
Super built-up  Area,18-May,Old Airport Road,2690.0,4.0,3.0,199.0,4,7397.769516728625,2690.0,7397.769516728625,2018,5,0
Super built-up  Area,18-May,Old Airport Road,1655.0,2.0,1.0,97.65,2,5900.302114803625,1655.0,5900.302114803625,2018,5,0
Super built-up  Area,Ready To Move,Old Airport Road,1075.0,2.0,2.0,60.0,2,5581.395348837209,1075.0,5581.395348837209,9999,99,0
Built-up  Area,Ready To Move,Old Airport Road,1858.0,2.0,1.0,167.0,3,8988.15931108719,1858.0,8988.15931108719,9999,99,0
Super built-up  Area,Ready To Move,Old Airport Road,1150.0,2.0,1.0,90.0,2,7826.086956521739,1150.0,7826.086956521739,9999,99,0
Super built-up  Area,18-Dec,Old Airport Road,2690.0,4.0,3.0,191.0,4,7100.371747211896,2690.0,7100.371747211896,2018,12,0
Super built-up  Area,21-Dec,Old Airport Road,2658.0,5.0,3.0,187.0,4,7035.364936042137,2658.0,7035.364936042137,2021,12,0
Super built-up  Area,Ready To Move,Old Airport Road,946.0,2.0,2.0,58.0,2,6131.07822410148,946.0,6131.0782241014795,9999,99,0
Super built-up  Area,18-Dec,Old Airport Road,2774.0,4.0,3.0,208.0,4,7498.197548666186,2774.0,7498.197548666186,2018,12,0
Super built-up  Area,18-Dec,Old Airport Road,2774.0,4.0,3.0,208.0,4,7498.197548666186,2774.0,7498.197548666186,2018,12,0
Built-up  Area,Ready To Move,Old Airport Road,3200.0,4.0,0.0,280.0,4,8750.0,3200.0,8750.0,9999,99,0
Super built-up  Area,18-Dec,Old Airport Road,2690.0,4.0,3.0,201.0,4,7472.118959107806,2690.0,7472.118959107806,2018,12,0
Super built-up  Area,Ready To Move,Old Airport Road,1145.0,2.0,2.0,75.0,2,6550.218340611354,1145.0,6550.218340611354,9999,99,0
Super built-up  Area,18-Dec,Old Airport Road,2732.0,4.0,3.0,194.0,4,7101.024890190337,2732.0,7101.024890190337,2018,12,0
Super built-up  Area,18-Dec,Old Airport Road,2658.0,5.0,3.0,189.0,4,7110.609480812641,2658.0,7110.609480812641,2018,12,0
Super built-up  Area,18-Dec,Old Airport Road,2774.0,4.0,3.0,197.0,4,7101.658255227109,2774.0,7101.658255227109,2018,12,0
Super built-up  Area,18-Dec,Old Airport Road,3496.0,4.0,0.0,262.0,4,7494.279176201373,3496.0,7494.279176201373,2018,12,0
Super built-up  Area,18-Dec,Old Airport Road,2774.0,4.0,3.0,197.0,4,7101.658255227109,2774.0,7101.658255227109,2018,12,0
Super built-up  Area,18-May,Old Airport Road,2732.0,4.0,3.0,204.0,4,7467.05710102489,2732.0,7467.0571010248905,2018,5,0
Super built-up  Area,Ready To Move,Old Airport Road,1798.0,3.0,0.0,150.0,3,8342.602892102335,1798.0,8342.602892102335,9999,99,0
Super built-up  Area,18-Dec,Old Airport Road,2774.0,4.0,3.0,208.0,4,7498.197548666186,2774.0,7498.197548666186,2018,12,0
Super built-up  Area,Ready To Move,Old Airport Road,1184.0,2.0,1.0,78.0,2,6587.8378378378375,1184.0,6587.8378378378375,9999,99,0
Super built-up  Area,18-Dec,Old Airport Road,3504.0,4.0,0.0,262.0,4,7477.16894977169,3504.0,7477.16894977169,2018,12,0
Built-up  Area,Ready To Move,Old Airport Road,1055.0,2.0,3.0,75.0,2,7109.004739336493,1055.0,7109.004739336493,9999,99,0
Super built-up  Area,18-Aug,Old Madras Road,1425.0,2.0,2.0,94.0,3,6596.491228070176,1425.0,6596.491228070176,2018,8,0
Super built-up  Area,19-Dec,Old Madras Road,935.0,2.0,1.0,45.0,2,4812.834224598931,935.0,4812.834224598931,2019,12,0
Super built-up  Area,Ready To Move,Old Madras Road,1720.0,3.0,2.0,100.0,3,5813.953488372093,1720.0,5813.953488372093,9999,99,0
Super built-up  Area,18-May,Old Madras Road,1200.0,2.0,1.0,72.0,2,6000.0,1200.0,6000.0,2018,5,0
Super built-up  Area,19-Dec,Old Madras Road,1225.0,2.0,1.0,53.55,2,4371.428571428572,1225.0,4371.428571428572,2019,12,0
Super built-up  Area,Ready To Move,Old Madras Road,1100.0,2.0,1.0,70.0,2,6363.636363636364,1100.0,6363.636363636364,9999,99,0
Super built-up  Area,18-Jun,Old Madras Road,1171.0,2.0,2.0,75.0,2,6404.782237403928,1171.0,6404.782237403928,2018,6,0
Super built-up  Area,19-Dec,Old Madras Road,935.0,2.0,1.0,45.0,2,4812.834224598931,935.0,4812.834224598931,2019,12,0
Super built-up  Area,19-Dec,Old Madras Road,1065.0,2.0,1.0,47.86,2,4493.896713615023,1065.0,4493.896713615023,2019,12,0
Super built-up  Area,Ready To Move,Old Madras Road,2010.0,3.0,2.0,125.0,4,6218.905472636816,2010.0,6218.905472636816,9999,99,0
Super built-up  Area,Ready To Move,Old Madras Road,1480.0,2.0,2.0,84.0,3,5675.675675675676,1480.0,5675.675675675676,9999,99,0
Super built-up  Area,Ready To Move,Old Madras Road,1210.0,2.0,1.0,74.0,2,6115.702479338843,1210.0,6115.702479338843,9999,99,0
Super built-up  Area,Ready To Move,Old Madras Road,1171.0,2.0,2.0,72.0,2,6148.590947907771,1171.0,6148.590947907771,9999,99,0
Super built-up  Area,Ready To Move,Old Madras Road,1480.0,3.0,2.0,95.0,3,6418.918918918919,1480.0,6418.918918918919,9999,99,0
Super built-up  Area,Ready To Move,Old Madras Road,1210.0,2.0,1.0,80.0,2,6611.570247933884,1210.0,6611.570247933884,9999,99,0
Super built-up  Area,Ready To Move,Old Madras Road,1859.0,3.0,2.0,121.0,3,6508.87573964497,1859.0,6508.87573964497,9999,99,0
Built-up  Area,Ready To Move,Old Madras Road,2300.0,3.0,2.0,142.0,3,6173.913043478261,2300.0,6173.913043478261,9999,99,0
Super built-up  Area,Ready To Move,Old Madras Road,1210.0,2.0,1.0,80.0,2,6611.570247933884,1210.0,6611.570247933884,9999,99,0
Super built-up  Area,Ready To Move,Old Madras Road,1210.0,2.0,1.0,77.0,2,6363.636363636364,1210.0,6363.636363636364,9999,99,0
Super built-up  Area,Ready To Move,Old Madras Road,1330.0,2.0,2.0,74.0,2,5563.909774436091,1330.0,5563.909774436091,9999,99,0
Super built-up  Area,Ready To Move,Old Madras Road,1720.0,3.0,2.0,106.0,3,6162.790697674419,1720.0,6162.790697674419,9999,99,0
Super built-up  Area,Ready To Move,Old Madras Road,2990.0,3.0,2.0,170.0,3,5685.61872909699,2990.0,5685.61872909699,9999,99,0
Super built-up  Area,18-Apr,Old Madras Road,1171.0,2.0,2.0,73.0,2,6233.98804440649,1171.0,6233.98804440649,2018,4,0
Super built-up  Area,Ready To Move,Old Madras Road,1630.0,3.0,2.0,110.0,3,6748.466257668712,1630.0,6748.4662576687115,9999,99,0
Super built-up  Area,18-May,Old Madras Road,1165.0,2.0,1.0,52.0,2,4463.519313304721,1165.0,4463.519313304721,2018,5,0
Super built-up  Area,18-Jun,Old Madras Road,2640.0,2.0,1.0,170.0,2,6439.393939393939,2640.0,6439.393939393939,2018,6,0
Super built-up  Area,19-Dec,Old Madras Road,1165.0,2.0,1.0,51.42,2,4413.733905579399,1165.0,4413.733905579399,2019,12,0
Built-up  Area,Ready To Move,Padmanabhanagar,1020.0,2.0,2.0,63.0,2,6176.470588235294,1020.0,6176.470588235294,9999,99,0
Built-up  Area,Ready To Move,Padmanabhanagar,1176.0,2.0,0.0,62.0,2,5272.108843537415,1176.0,5272.108843537415,9999,99,0
Super built-up  Area,Ready To Move,Padmanabhanagar,1258.0,2.0,2.0,115.0,2,9141.494435612083,1258.0,9141.494435612083,9999,99,0
Super built-up  Area,Ready To Move,Padmanabhanagar,1100.0,2.0,2.0,65.0,2,5909.090909090909,1100.0,5909.090909090909,9999,99,0
Built-up  Area,Ready To Move,Padmanabhanagar,3400.0,3.0,1.0,210.0,4,6176.470588235294,3400.0,6176.470588235294,9999,99,0
Built-up  Area,Ready To Move,Padmanabhanagar,4500.0,4.0,2.0,360.0,3,8000.0,4500.0,8000.0,9999,99,0
Super built-up  Area,Ready To Move,Padmanabhanagar,1200.0,2.0,1.0,60.0,2,5000.0,1200.0,5000.0,9999,99,0
Super built-up  Area,Ready To Move,Padmanabhanagar,1000.0,1.0,0.0,90.0,2,9000.0,1000.0,9000.0,9999,99,0
Super built-up  Area,Ready To Move,Padmanabhanagar,1067.0,2.0,2.0,52.0,2,4873.477038425492,1067.0,4873.477038425492,9999,99,0
Super built-up  Area,Ready To Move,Padmanabhanagar,1100.0,2.0,1.0,60.0,2,5454.545454545455,1100.0,5454.545454545455,9999,99,0
Super built-up  Area,20-Dec,Padmanabhanagar,2051.0,3.0,1.0,180.0,3,8776.206728425159,2051.0,8776.206728425159,2020,12,0
Super built-up  Area,19-Sep,Padmanabhanagar,2051.0,3.0,2.0,170.0,3,8288.639687957095,2051.0,8288.639687957095,2019,9,0
Super built-up  Area,Ready To Move,Pai Layout,1006.0,2.0,2.0,35.0,2,3479.1252485089462,1006.0,3479.1252485089462,9999,99,0
Super built-up  Area,Ready To Move,Pai Layout,1550.0,2.0,2.0,90.0,3,5806.451612903225,1550.0,5806.451612903225,9999,99,0
Super built-up  Area,Ready To Move,Pai Layout,1050.0,2.0,2.0,40.0,2,3809.5238095238096,1050.0,3809.5238095238096,9999,99,0
Super built-up  Area,Ready To Move,Pai Layout,1400.0,2.0,3.0,67.0,3,4785.714285714285,1400.0,4785.714285714285,9999,99,0
Built-up  Area,Ready To Move,Pai Layout,1100.0,2.0,2.0,50.0,2,4545.454545454545,1100.0,4545.454545454545,9999,99,0
Super built-up  Area,Ready To Move,Pai Layout,1255.0,2.0,1.0,80.0,2,6374.501992031873,1255.0,6374.501992031873,9999,99,0
Super built-up  Area,Ready To Move,Pai Layout,1075.0,2.0,2.0,35.0,2,3255.813953488372,1075.0,3255.813953488372,9999,99,0
Super built-up  Area,Ready To Move,Pai Layout,1400.0,2.0,2.0,57.5,2,4107.142857142857,1400.0,4107.142857142857,9999,99,0
Super built-up  Area,Ready To Move,Pai Layout,1175.0,2.0,2.0,60.0,2,5106.382978723404,1175.0,5106.382978723404,9999,99,0
Super built-up  Area,Ready To Move,Pai Layout,810.0,2.0,2.0,34.5,2,4259.259259259259,810.0,4259.259259259259,9999,99,0
Built-up  Area,Ready To Move,Pai Layout,1000.0,2.0,2.0,34.0,2,3400.0,1000.0,3400.0,9999,99,0
Super built-up  Area,Ready To Move,Pai Layout,1000.0,2.0,3.0,42.0,2,4200.0,1000.0,4200.0,9999,99,0
Built-up  Area,Ready To Move,Pai Layout,3800.0,6.0,0.0,175.0,6,4605.263157894737,3800.0,4605.263157894737,9999,99,0
Built-up  Area,Ready To Move,Pai Layout,1068.0,2.0,3.0,48.0,2,4494.38202247191,1068.0,4494.38202247191,9999,99,0
Super built-up  Area,Ready To Move,Pai Layout,1510.0,2.0,2.0,65.0,3,4304.635761589404,1510.0,4304.635761589404,9999,99,0
Super built-up  Area,Ready To Move,Panathur,1359.0,2.0,1.0,87.0,2,6401.766004415011,1359.0,6401.766004415011,9999,99,0
Super built-up  Area,Ready To Move,Panathur,1438.0,2.0,3.0,100.0,2,6954.102920723227,1438.0,6954.102920723227,9999,99,0
Super built-up  Area,18-Feb,Panathur,1688.0,3.0,1.0,118.0,3,6990.521327014218,1688.0,6990.521327014218,2018,2,0
Super built-up  Area,18-May,Panathur,1198.0,2.0,1.0,77.0,2,6427.378964941569,1198.0,6427.378964941569,2018,5,0
Super built-up  Area,Ready To Move,Panathur,1180.0,2.0,1.0,70.0,2,5932.203389830508,1180.0,5932.203389830508,9999,99,0
Super built-up  Area,Ready To Move,Panathur,1546.0,3.0,2.0,99.0,3,6403.622250970246,1546.0,6403.622250970246,9999,99,0
Super built-up  Area,18-Feb,Panathur,1000.0,2.0,1.0,65.3,2,6530.0,1000.0,6530.0,2018,2,0
Super built-up  Area,Ready To Move,Panathur,1109.0,2.0,1.0,63.0,2,5680.793507664563,1109.0,5680.793507664563,9999,99,0
Built-up  Area,Ready To Move,Panathur,1000.0,2.0,1.0,68.0,2,6800.0,1000.0,6800.0,9999,99,0
Super built-up  Area,Ready To Move,Panathur,1255.0,2.0,2.0,79.0,2,6294.820717131474,1255.0,6294.820717131474,9999,99,0
Super built-up  Area,18-Feb,Panathur,1205.0,2.0,2.0,62.9,2,5219.9170124481325,1205.0,5219.9170124481325,2018,2,0
Super built-up  Area,Ready To Move,Panathur,1198.0,2.0,1.0,82.0,2,6844.741235392321,1198.0,6844.741235392321,9999,99,0
Super built-up  Area,Ready To Move,Panathur,1235.0,2.0,3.0,65.0,2,5263.1578947368425,1235.0,5263.1578947368425,9999,99,0
Super built-up  Area,18-Mar,Panathur,1210.0,2.0,1.0,80.0,2,6611.570247933884,1210.0,6611.570247933884,2018,3,0
Super built-up  Area,18-Feb,Panathur,1210.0,2.0,1.0,77.0,2,6363.636363636364,1210.0,6363.636363636364,2018,2,0
Built-up  Area,18-Jun,Panathur,661.0,1.0,1.0,40.0,1,6051.437216338881,661.0,6051.437216338881,2018,6,0
Super built-up  Area,17-Dec,Panathur,1210.0,2.0,1.0,78.0,2,6446.280991735537,1210.0,6446.280991735537,2017,12,0
Built-up  Area,Ready To Move,Panathur,1050.0,2.0,2.0,60.0,2,5714.285714285715,1050.0,5714.285714285715,9999,99,0
Super built-up  Area,18-May,Panathur,1398.0,2.0,1.0,97.0,2,6938.483547925608,1398.0,6938.483547925608,2018,5,0
Built-up  Area,Ready To Move,Panathur,1065.0,2.0,1.0,58.0,2,5446.0093896713615,1065.0,5446.0093896713615,9999,99,0
Super built-up  Area,18-Jun,Panathur,1007.0,2.0,1.0,64.0,2,6355.511420059583,1007.0,6355.511420059583,2018,6,0
Super built-up  Area,18-Feb,Panathur,1210.0,2.0,1.0,77.93,2,6440.495867768595,1210.0,6440.495867768595,2018,2,0
Super built-up  Area,Ready To Move,Panathur,1230.0,2.0,1.0,80.0,2,6504.065040650406,1230.0,6504.065040650406,9999,99,0
Super built-up  Area,Ready To Move,Panathur,980.0,2.0,1.0,57.0,2,5816.326530612245,980.0,5816.326530612245,9999,99,0
Super built-up  Area,Ready To Move,Panathur,1075.0,2.0,2.0,60.0,2,5581.395348837209,1075.0,5581.395348837209,9999,99,0
Super built-up  Area,Ready To Move,Panathur,1210.0,2.0,2.0,69.0,2,5702.479338842975,1210.0,5702.479338842975,9999,99,0
Super built-up  Area,18-May,Panathur,1343.0,2.0,1.0,76.0,2,5658.972449739389,1343.0,5658.972449739389,2018,5,0
Super built-up  Area,Ready To Move,Parappana Agrahara,1194.0,2.0,2.0,47.0,2,3936.348408710218,1194.0,3936.348408710218,9999,99,0
Super built-up  Area,Ready To Move,Parappana Agrahara,1194.0,2.0,2.0,47.0,2,3936.348408710218,1194.0,3936.348408710218,9999,99,0
Super built-up  Area,Ready To Move,Parappana Agrahara,1194.0,2.0,2.0,46.0,2,3852.596314907873,1194.0,3852.5963149078725,9999,99,0
Super built-up  Area,Ready To Move,Parappana Agrahara,1194.0,2.0,2.0,47.0,2,3936.348408710218,1194.0,3936.348408710218,9999,99,0
Super built-up  Area,Ready To Move,Parappana Agrahara,1194.0,2.0,2.0,46.0,2,3852.596314907873,1194.0,3852.5963149078725,9999,99,0
Super built-up  Area,Ready To Move,Parappana Agrahara,1194.0,2.0,2.0,47.0,2,3936.348408710218,1194.0,3936.348408710218,9999,99,0
Super built-up  Area,Ready To Move,Parappana Agrahara,1194.0,2.0,2.0,47.0,2,3936.348408710218,1194.0,3936.348408710218,9999,99,0
Super built-up  Area,Ready To Move,Parappana Agrahara,1092.0,2.0,2.0,43.0,2,3937.7289377289376,1092.0,3937.7289377289376,9999,99,0
Super built-up  Area,Ready To Move,Parappana Agrahara,1194.0,2.0,2.0,45.0,2,3768.844221105528,1194.0,3768.8442211055276,9999,99,0
Plot  Area,Ready To Move,Parappana Agrahara,1200.0,1.0,0.0,45.0,1,3750.0,1200.0,3750.0,9999,99,0
Super built-up  Area,Ready To Move,Parappana Agrahara,1194.0,2.0,2.0,46.0,2,3852.596314907873,1194.0,3852.5963149078725,9999,99,0
Super built-up  Area,Ready To Move,Parappana Agrahara,1194.0,2.0,2.0,47.0,2,3936.348408710218,1194.0,3936.348408710218,9999,99,0
Super built-up  Area,Ready To Move,Parappana Agrahara,1194.0,2.0,2.0,47.0,2,3936.348408710218,1194.0,3936.348408710218,9999,99,0
Super built-up  Area,Ready To Move,Parappana Agrahara,1194.0,2.0,2.0,46.0,2,3852.596314907873,1194.0,3852.5963149078725,9999,99,0
Super built-up  Area,Ready To Move,Parappana Agrahara,1194.0,2.0,2.0,46.0,2,3852.596314907873,1194.0,3852.5963149078725,9999,99,0
Super built-up  Area,Ready To Move,Pattandur Agrahara,1550.0,2.0,3.0,80.0,3,5161.290322580645,1550.0,5161.290322580645,9999,99,0
Super built-up  Area,Ready To Move,Pattandur Agrahara,1025.0,2.0,1.0,44.5,2,4341.463414634146,1025.0,4341.463414634146,9999,99,0
Super built-up  Area,Ready To Move,Pattandur Agrahara,1247.0,2.0,1.0,59.8,2,4795.50922213312,1247.0,4795.50922213312,9999,99,0
Super built-up  Area,Ready To Move,Pattandur Agrahara,900.0,2.0,2.0,42.0,2,4666.666666666667,900.0,4666.666666666667,9999,99,0
Super built-up  Area,Ready To Move,Pattandur Agrahara,1302.0,2.0,1.0,66.0,2,5069.124423963133,1302.0,5069.124423963133,9999,99,0
Super built-up  Area,Ready To Move,Pattandur Agrahara,1550.0,2.0,3.0,80.0,3,5161.290322580645,1550.0,5161.290322580645,9999,99,0
Super built-up  Area,Ready To Move,Pattandur Agrahara,1247.0,2.0,2.0,62.35,2,5000.0,1247.0,5000.0,9999,99,0
Super built-up  Area,Ready To Move,Pattandur Agrahara,1350.0,2.0,3.0,68.0,2,5037.037037037037,1350.0,5037.037037037037,9999,99,0
Super built-up  Area,Ready To Move,Poorna Pragna Layout,920.0,2.0,2.0,39.55,2,4298.91304347826,920.0,4298.91304347826,9999,99,0
Super built-up  Area,Ready To Move,Poorna Pragna Layout,1160.0,2.0,1.0,46.39,2,3999.137931034483,1160.0,3999.137931034483,9999,99,0
Built-up  Area,Ready To Move,Poorna Pragna Layout,965.0,2.0,2.0,48.0,2,4974.093264248705,965.0,4974.093264248705,9999,99,0
Super built-up  Area,Ready To Move,Poorna Pragna Layout,1160.0,2.0,2.0,46.39,2,3999.137931034483,1160.0,3999.137931034483,9999,99,0
Super built-up  Area,Ready To Move,Poorna Pragna Layout,1160.0,2.0,1.0,46.39,2,3999.137931034483,1160.0,3999.137931034483,9999,99,0
Built-up  Area,Ready To Move,Poorna Pragna Layout,960.0,2.0,3.0,50.0,2,5208.333333333333,960.0,5208.333333333333,9999,99,0
Plot  Area,Ready To Move,Prithvi Layout,2028.0,4.0,3.0,162.0,4,7988.165680473373,2028.0,7988.165680473373,9999,99,0
Super built-up  Area,Ready To Move,Prithvi Layout,1352.0,2.0,2.0,87.5,2,6471.89349112426,1352.0,6471.89349112426,9999,99,0
Built-up  Area,Ready To Move,Prithvi Layout,1190.0,2.0,2.0,68.0,2,5714.285714285715,1190.0,5714.285714285715,9999,99,0
Super built-up  Area,Ready To Move,Prithvi Layout,1352.0,2.0,2.0,85.0,2,6286.98224852071,1352.0,6286.98224852071,9999,99,0
Super built-up  Area,Ready To Move,Prithvi Layout,1352.0,2.0,2.0,75.0,2,5547.337278106509,1352.0,5547.337278106509,9999,99,0
Plot  Area,Ready To Move,Prithvi Layout,2273.0,4.0,3.0,220.0,3,9678.838539375274,2273.0,9678.838539375274,9999,99,0
Super built-up  Area,Ready To Move,Prithvi Layout,1352.0,3.0,1.0,93.0,2,6878.698224852071,1352.0,6878.698224852071,9999,99,0
Built-up  Area,Ready To Move,Prithvi Layout,2273.0,4.0,2.0,192.0,3,8446.986361636604,2273.0,8446.986361636604,9999,99,0
Super built-up  Area,Ready To Move,Prithvi Layout,1352.0,2.0,2.0,72.0,2,5325.443786982249,1352.0,5325.443786982249,9999,99,0
Plot  Area,Ready To Move,R.T. Nagar,1200.0,2.0,1.0,120.0,2,10000.0,1200.0,10000.0,9999,99,0
Super built-up  Area,Ready To Move,R.T. Nagar,1040.0,2.0,2.0,46.0,2,4423.076923076923,1040.0,4423.076923076923,9999,99,0
Super built-up  Area,Ready To Move,R.T. Nagar,1200.0,2.0,3.0,45.0,2,3750.0,1200.0,3750.0,9999,99,0
Super built-up  Area,Ready To Move,R.T. Nagar,1235.0,2.0,2.0,65.0,2,5263.1578947368425,1235.0,5263.1578947368425,9999,99,0
Plot  Area,Ready To Move,R.T. Nagar,1140.0,3.0,1.0,130.0,3,11403.508771929824,1140.0,11403.508771929824,9999,99,0
Super built-up  Area,Ready To Move,R.T. Nagar,970.0,2.0,1.0,55.0,2,5670.103092783505,970.0,5670.103092783505,9999,99,0
Built-up  Area,Ready To Move,R.T. Nagar,1560.0,3.0,3.0,125.0,3,8012.820512820513,1560.0,8012.820512820513,9999,99,0
Built-up  Area,Ready To Move,R.T. Nagar,1200.0,2.0,2.0,60.0,2,5000.0,1200.0,5000.0,9999,99,0
Plot  Area,Ready To Move,R.T. Nagar,1200.0,3.0,0.0,140.0,3,11666.666666666666,1200.0,11666.666666666666,9999,99,0
Built-up  Area,Ready To Move,R.T. Nagar,1100.0,3.0,0.0,125.0,2,11363.636363636364,1100.0,11363.636363636364,9999,99,0
Super built-up  Area,Ready To Move,R.T. Nagar,1150.0,2.0,2.0,72.0,2,6260.869565217391,1150.0,6260.869565217391,9999,99,0
Plot  Area,Ready To Move,R.T. Nagar,1500.0,4.0,3.0,185.0,4,12333.333333333334,1500.0,12333.333333333334,9999,99,0
Built-up  Area,Ready To Move,R.T. Nagar,3600.0,8.0,2.0,165.0,9,4583.333333333333,3600.0,4583.333333333333,9999,99,0
Super built-up  Area,Ready To Move,R.T. Nagar,1080.0,2.0,1.0,48.0,2,4444.444444444444,1080.0,4444.444444444444,9999,99,0
Super built-up  Area,Ready To Move,R.T. Nagar,1325.0,2.0,2.0,52.0,2,3924.5283018867926,1325.0,3924.5283018867926,9999,99,0
Plot  Area,Ready To Move,R.T. Nagar,1300.0,3.0,0.0,145.0,3,11153.846153846154,1300.0,11153.846153846154,9999,99,0
Super built-up  Area,Ready To Move,R.T. Nagar,1100.0,2.0,2.0,85.0,2,7727.272727272727,1100.0,7727.272727272727,9999,99,0
Super built-up  Area,Ready To Move,R.T. Nagar,1667.0,3.0,0.0,130.0,3,7798.440311937612,1667.0,7798.440311937612,9999,99,0
Super built-up  Area,Ready To Move,Rachenahalli,1050.0,2.0,2.0,52.07,2,4959.047619047619,1050.0,4959.047619047619,9999,99,0
Super built-up  Area,Ready To Move,Rachenahalli,1050.0,2.0,2.0,55.5,2,5285.714285714285,1050.0,5285.714285714285,9999,99,0
Super built-up  Area,Ready To Move,Rachenahalli,1050.0,2.0,2.0,53.5,2,5095.238095238095,1050.0,5095.238095238095,9999,99,0
Super built-up  Area,Ready To Move,Rachenahalli,1220.0,2.0,2.0,59.5,2,4877.049180327869,1220.0,4877.049180327869,9999,99,0
Super built-up  Area,Ready To Move,Rachenahalli,1050.0,2.0,2.0,52.5,2,5000.0,1050.0,5000.0,9999,99,0
Super built-up  Area,Ready To Move,Rachenahalli,1050.0,2.0,2.0,52.1,2,4961.9047619047615,1050.0,4961.9047619047615,9999,99,0
Super built-up  Area,Ready To Move,Rachenahalli,1050.0,2.0,2.0,53.5,2,5095.238095238095,1050.0,5095.238095238095,9999,99,0
Super built-up  Area,Ready To Move,Rachenahalli,1113.0,2.0,1.0,55.0,2,4941.599281221923,1113.0,4941.599281221923,9999,99,0
Super built-up  Area,Ready To Move,Rachenahalli,3657.0,5.0,0.0,220.0,4,6015.859994531036,3657.0,6015.859994531036,9999,99,0
Super built-up  Area,18-May,Rachenahalli,680.0,1.0,0.0,32.64,1,4800.0,680.0,4800.0,2018,5,0
Super built-up  Area,18-May,Rachenahalli,412.5,1.0,0.0,19.8,1,4800.0,412.5,4800.0,2018,5,0
Super built-up  Area,Ready To Move,Rachenahalli,1050.0,2.0,2.0,52.5,2,5000.0,1050.0,5000.0,9999,99,0
Super built-up  Area,20-Aug,Rachenahalli,690.0,1.0,1.0,39.8,1,5768.115942028985,690.0,5768.115942028985,2020,8,0
Super built-up  Area,Ready To Move,Rachenahalli,1050.0,2.0,2.0,47.25,2,4500.0,1050.0,4500.0,9999,99,0
Super built-up  Area,Ready To Move,Rachenahalli,1050.0,2.0,2.0,55.5,2,5285.714285714285,1050.0,5285.714285714285,9999,99,0
Super built-up  Area,20-Dec,Rachenahalli,985.0,2.0,1.0,49.97,2,5073.096446700508,985.0,5073.096446700508,2020,12,0
Super built-up  Area,Ready To Move,Rachenahalli,1050.0,2.0,2.0,52.5,2,5000.0,1050.0,5000.0,9999,99,0
Super built-up  Area,Ready To Move,Rachenahalli,1050.0,2.0,2.0,52.08,2,4960.0,1050.0,4960.0,9999,99,0
Super built-up  Area,Ready To Move,Rachenahalli,1050.0,2.0,2.0,52.07,2,4959.047619047619,1050.0,4959.047619047619,9999,99,0
Super built-up  Area,Ready To Move,Rachenahalli,1050.0,2.0,2.0,52.08,2,4960.0,1050.0,4960.0,9999,99,0
Super built-up  Area,20-Nov,Rachenahalli,985.0,2.0,1.0,49.97,2,5073.096446700508,985.0,5073.096446700508,2020,11,0
Super built-up  Area,Ready To Move,Rachenahalli,1856.0,3.0,3.0,106.0,3,5711.206896551724,1856.0,5711.206896551724,9999,99,0
Super built-up  Area,Ready To Move,Rachenahalli,1050.0,2.0,2.0,52.5,2,5000.0,1050.0,5000.0,9999,99,0
Super built-up  Area,20-Nov,Rachenahalli,985.0,2.0,1.0,50.17,2,5093.401015228426,985.0,5093.401015228426,2020,11,0
